product,sub_product,issue,sub_issue,submitted_via,company,state,timely,company_response,month_year,count_of_complaint_id
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",AK,Yes,Closed with explanation,02-26,5
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",AK,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",AK,Yes,Closed with non-monetary relief,02-26,6
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",AK,Yes,In progress,02-26,15
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",AK,Yes,In progress,03-26,2
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",AL,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",AR,Yes,In progress,02-26,22
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",AR,Yes,In progress,03-26,3
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",AZ,Yes,In progress,02-26,4
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",AZ,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",CA,Yes,In progress,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",CA,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",CO,Yes,Closed with explanation,02-26,5
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",CO,Yes,Closed with non-monetary relief,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",CO,Yes,Closed with non-monetary relief,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",CO,Yes,In progress,02-26,15
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",CO,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",CT,Yes,Closed with explanation,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",CT,Yes,In progress,02-26,11
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",DC,Yes,Closed with explanation,02-26,7
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",DC,Yes,Closed with non-monetary relief,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",DC,Yes,Closed with non-monetary relief,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",DC,Yes,In progress,02-26,17
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",DE,Yes,Closed with explanation,02-26,9
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",DE,Yes,Closed with non-monetary relief,02-26,8
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",DE,Yes,Closed with non-monetary relief,03-26,2
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",DE,Yes,In progress,02-26,27
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",FL,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",FL,Yes,In progress,03-26,2
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",GA,Yes,In progress,03-26,9
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",HI,Yes,Closed with explanation,02-26,6
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",HI,Yes,Closed with non-monetary relief,02-26,11
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",HI,Yes,In progress,02-26,40
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",IA,Yes,Closed with explanation,02-26,7
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",IA,Yes,Closed with non-monetary relief,02-26,5
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",IA,Yes,In progress,02-26,18
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",ID,Yes,Closed with explanation,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",ID,Yes,Closed with non-monetary relief,02-26,5
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",ID,Yes,Closed with non-monetary relief,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",ID,Yes,In progress,02-26,10
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",IL,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",IN,Yes,In progress,02-26,14
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",KS,Yes,Closed with explanation,02-26,10
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",KS,Yes,Closed with explanation,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",KS,Yes,Closed with non-monetary relief,02-26,4
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",KS,Yes,In progress,02-26,15
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",KS,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",KY,Yes,Closed with explanation,02-26,15
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",KY,Yes,Closed with non-monetary relief,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",KY,Yes,In progress,02-26,27
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",MA,Yes,In progress,02-26,9
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",MD,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",MD,Yes,In progress,03-26,3
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",ME,Yes,Closed with explanation,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",ME,Yes,Closed with non-monetary relief,02-26,3
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",ME,Yes,In progress,02-26,5
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",MI,Yes,In progress,02-26,5
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",MI,Yes,In progress,03-26,8
Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Web,"EQUIFAX, INC.",MN,Yes,Closed with explanation,02-26,3
